5.62E+17,.@Shermertron @HumanistFury Real question is do feminist liberal bigots understand that different rules for men/women is sexism @jennykutner,M
4.63E+17,RT @GeorgeN101: Call me sexist but holding a conversation with a women over football is possibly the most painful experience of my life. #b…,H
5.76E+17,RT @pckeane2014: Kats the kind of person that would cheat to win and then still think that made her a better cook. So my new baddie #MKR,L
5.65E+17,"@JoRitson Labor tells raped girls to go home and not bother them, the filthy animals.",H
5.69E+17,@KellyTurner99 @buellerishere @isra_jourisra @fei989 They are always hot air. But sometimes their hot air aligns with their prophets.,L
5.76E+17,Pigs ear with crab salad anyone?! Chloe and Kelly will be enlightening us with this dish at Crab Fest! #crabfest15 #mkr #tasteperth,none
5.68E+17,"@ShaofHappiness all my sexts are orange. BECAUSE THEY ARE LEGENDARY, GET IT? :P",none
5.76E+17,@mykitchenrules Kat be humiliated from your attitude.. Not your cooking. #MKR,M
5.76E+17,Andre you fucking whipped cunt!! Arghhhhh #mkr #deathtokat,none
5.72E+17,RT @Alfuriuskj: Looks like we made a few of them mad @nayadrikj #Guildvs3 #youwont1v1me #GoA2mad http://t.co/ZHF0Zwy1IF,none
5.76E+17,#MKR France Vs Ireland Vs Paleo Pete...LETS RUMBLE!,none
5.72E+17,Saved by the tail of a spatchcock #mkr #promogirls,none
5.72E+17,@mykitchenrules My god. You can't use a can opener? Reminds me of a joke I know. How do you know a blonde.....? #MKR,M
4.52E+17,Men lack such self-awareness @3umarzF Women are so complicated. #NotSexist,M
5.43E+17,"RT @sggainey97: #LT of course I'm not sexist, but the way they spread their thoughts are annoying, and women have been equal socially for q…",H
5.63E+17,@semzyxx And the fact that many different Hadiths say she was six when they married is not contradicted directly by anything.,none
5.76E+17,By 'fought hard' Kat means 'voted strategically' #mkr,none
5.64E+17,@Vandaliser @sajid_fairooz @IsraeliRegime And of course the reason the majority now live in Christian lands is Muslim abuse.,H
5.71E+17,RT @RavenHUWolf: Ignorance &amp; complacency of Forbes shines through ... desperate for people to believe in Islam.http://t.co/xDJvevOqZ1 http…,none
5.70E+17,@AnaSwanson No. Every bit of that is a lie. http://t.co/aDDvaaDVtW,L
5.76E+17,"Had to put a blanket over his crate, but Nimoy slept through the night. :)",none
4.79E+17,RT @mshaysoul: How about feminist focus on females instead of everything men do wrong? Start respecting yourselves then maybe I'll take it …,L
5.63E+17,@Bard_of_peace I do a search on my name. Prefacing this - I come in peace.,none
5.72E+17,"Deconstructed is to food what ""shabby chic"" is to decor. In other words, an excuse for a whole bunch of random shit thrown together. #MKR",none
5.72E+17,#OMFGOD she didnot just pick shit out of his teeth fucking gross #MKR,none
5.60E+17,@ShamiWiteless One of the reasons why the Daesh will be destroyed is their display of joy in murder and cruelty.,none
5.68E+17,RT @SeanAAitken: The Kurds clean up the ISIS Islamofascist trash in Kobane. Kobane is the graveyard of ISIS. Via @jackshahine http://t.co/N…,H
5.76E+17,@mykitchenrules what is the difference between hot cakes and pancakes #mkr,none
5.68E+17,RT @yjoyding: Several female friends have reached out to tell me this isn't indicative of Uber's culture &amp; everyone is furious about it int…,none
5.76E+17,RT @GidgitVonLaRue: #MKR What? The potato rosti done in the sandwich maker was a disaster???? Well blow me down with a feather!!,none
5.60E+17,@BilalIGhumman @98Halima @johnnygjokaj @cdnKhadija @rfrankh53 The stupidist arguments are the ones rationalizing the barbarity of Islam.,H
5.67E+17,@truaemusic ROFL. Where did you get that absurd stat?,none
5.72E+17,"Yes, you put in the wrong way. Cue dumb blonde jokes. #MKR",H
5.52E+17,RT @PeterTownsend7: #ISIS #Islam PC Puzzle: Converting to a religion of peace leading to violence? http://t.co/TBJUsaeMUH http://t.co/G4xOh…,H
5.76E+17,RT @sl473: Mmm maple bacon is the bomb #mkr,none
5.76E+17,@BabaKristian @MuftahOrg Lol. You think there are no probs for people who don't tow the main stream line in Muslim c. http://t.co/yZdJhnFQen,L
5.76E+17,"@MoerasGrizzly the sourcelist is now dynamically generated. it's not that different from the github list, though. :)",none
5.77E+17,@AAlwuhaib1977 @dankmtl @PeaceNotHate_ terrorists that have taken the church over. She was born an American and so was never subject to ...,H
5.65E+17,wat http://t.co/ZQXrvIFHN6,none
5.70E+17,@KaitlynBurnell weird.,none
5.77E+17,@MDBishop82 @railgirl1952 @LyndaG1963 @Coslopuss @MaxBlumenthal In fact Blumenthal's Palestinian friends behead gays.,H
4.71E+17,RT @ThatsexyAfrican: @ChristianCPope i understand especially when it comes to self defense. Im not sexist but there's some things that were…,L
4.44E+17,RT @DarylMansbridge Just don't find Woman comedians funny in the slightest #NotSexist,H
5.76E+17,The mother and son team are sooooo nice!!! #MKR,none
5.74E+17,@MaxBlumenthal Islamophobia - fear of this. http://t.co/Ky1NQPNlYb,H
5.72E+17,RT @GordyPls: To get the skin really crispy you have to burn it alive in front of its family. #mkr,none
5.60E+17,"@france7776 Soon they will have to ask their uneducated, moronic Madrassa rats to do surgery. A butcher knife and a prayer.",H
5.72E+17,"#mkr why do all these people WANT to cook for a living? Don't they realise it's another chore, just more housework? It's fun once or twice &gt;",L
5.76E+17,"Next week n New Idea, Lloyd and Drasko's secret sex romp #MKR",L
5.76E+17,‘My Kitchen Rules’ Camping Challenge: Ash &amp; Camilla Win People’s Choice [VIDEO] http://t.co/nQ9SEvE6m7 #mkr,none
5.76E+17,"candied pecans. com'n pete, u love it don't u. #mkr",none
5.63E+17,@ashleylynch @femfreq does it matter?,none
5.70E+17,@thehiredmind You can have this one. Untag. Thanks. I've gotten what I need from her... http://t.co/rP894UHMYJ,L
5.53E+17,@DiversityRUs The US attacks terrorists and dictators. Your religion opposes freedom and democracy. http://t.co/EQhYQleABG,H
5.67E+17,@edgeofthesandbx @batchelorshow @FearDept Some Chechens fight for Russ because Putin bought them. Few fight for Ukr because they hate Putin.,none
5.66E+17,Curious as to what GamerGate finds more offensive: that I'm overweight or that I'm completely unapologetic &amp; unashamed of it?,none
5.07E+17,"Wow, all the lines they think are hilarious are said by the main female character when she subjects herself to ridicule.",none
4.77E+17,"Hey, @Ubisoft, how's it feel to have everyone calling out your weak excuses? Feels pretty good to me.",none
5.76E+17,@Forking_Awesome 😂 I was laughing at the #MKR Kat &amp; Andre hate tweets and recognized you. We share the same hate.,none
5.63E+17,@Sir5000 she auto follows back,none
4.40E+17,RT @NBA_thoughts_ Not sexist but I hate female announcers,L
5.65E+17,"@dylanw you should have. I still would have been irritated and disagreed with you, but the response would have been a lot different.",none
5.76E+17,@mykitchenrules #katandandre maybe you should make sure your dish is up to scratch before you laugh at others #nasty #mkr #mkr2015 😂😂😂,none
5.62E+17,"@sajid_fairooz @IsraeliRegime Before Mohammed, the Jews lived on 40% of the Arabian peninsula. Almost all that land has been stolen by Musli",none
5.54E+17,RT @CruisingBye: @depressedfuck1 @VileIslam our doctrine supports terrorism &amp; violence http://t.co/U3iMwdACc0,H
5.60E+17,"@98Halima @BilalIGhumman @johnnygjokaj @cdnKhadija @rfrankh53 You lying POS, they lived as third class citizens with no legal rights.",none
5.76E+17,What's the difference between a pancake and hot cake? #mkr,none
5.07E+17,@crazycultfilms You should have vomited and shit into a garbage bag and handed it to him.,none
5.64E+17,@obsurfer84 Wrong Jewish tribe microbrain. The Jews of Khybar had nothing to do with Mohammed.,M
5.67E+17,RT @ha_bibti: MT @aaronstein1: #Turkey is now the only major (Muslim majority) country in the Middle East that is not bombing #ISIS,H
5.68E+17,RT @RavenHUWolf: Two relatives including the uncle of Abu Bakr al-Baghdadi have been arrested near city of #Samarra http://t.co/Ppe1vRbdqn …,none
5.67E+17,Never go full robot.,none
5.71E+17,How Islam deprives women of education. http://t.co/NYv651nu9U,none
5.65E+17,@KJBar @JulieBishopMP It will be the same evil tentacles that are already there in a different uniform.,M
5.65E+17,"@Mich_McConnell @TamedInsanity The ""after all"" denotes sarcasm that you take out of context, Goebbels.",L
4.37E+17,*yawn* @JoeApplebyTHFC Cannot stand female comedians. Couldn't name one I find funny. #NotSexist,H
5.76E+17,If something is so hard to do on the BBQ then why why why do it?? #MKR #hungrycampers,none
5.69E+17,"RT @uberfeminist: #TwitterFeminism can't convince three teen women to take up computer science, meanwhile ISIS is soooo Christian Grey righ…",M
5.76E+17,Go ash and carmella #mkr they should cook my breakfast,none
5.76E+17,is kat like the devil incarnate?? #mkr #laughingatAnnie,M
4.91E+17,LIKEWISE @Reni__Rinse who's f****N dumb idea was it to change Thor to a girl? i hope you burn in hell! #NotSexist,H
5.76E+17,"RT @RachelLite: @freebsdgirl Well, that didn't take long. Good job, @Popehat! https://t.co/S8v8UFBC5e",none
5.75E+17,@JanetOrendorff Finally some Abrams were used the way they were intended to be used.,none
5.76E+17,Can't recall ever seeing anything so unappealing in the kitchen. The chicken livers arent doing much for me either #mkr #smug,none
5.65E+17,"@taitaisanchez as do i. &gt;.&gt; i had quit, but then gamergate happened. e-cig just wasn't cutting it anymore.",none
5.72E+17,RT @PoshLopez: I wonder which of the blonde molls screwed Colin to get that score? Probably both. #mkr,H
5.63E+17,RT @facerealitynow: It's absolutely crystal clear now that with the amount of SJW feminists on campuses that guys must tape every sexual en…,H
5.75E+17,RT @HeidiL_RN: #hillaryemail #hillaryclinton http://t.co/P8uUeOo1dv,none
5.76E+17,C'mon Shelli and Emilie! Get something out! #MKR,none
5.76E+17,"So those blonde chicks are gone, yayy #mkr",H
5.12E+17,"@dleemand ""can't take compliments"" = ""don't want to be harassed""",none
5.75E+17,@WitnessToAllah The poor women do it because they marry a Muslim man and are pressured into it. Men do it in prison. It's a criminal's relig,H
5.64E+17,"In the past 30 minutes, I have seen the grand total of three cars.",none
5.72E+17,Oh rob. Your hat. Fark it off!!!#mkr,none
5.71E+17,@miscu_ I have bots to block all of that.,none
5.57E+17,"@PoliticalAnt @Lithobolos @ZaibatsuNews All Muslims share an ideology that is spelled out as bigoted, sexist, imperialists, homophobic.",H
5.42E+17,@tobyrobertbull pretty sure dudes are constantly pissing in public,none
4.74E+17,RT @rorybrown_mufc: all woman short lists in parliament...really? if they were good enough they'd beat the men to the vote #NotSexist,H
5.63E+17,@RejectRaine @willberthelot Legally in a Western nation?,L
5.62E+17,"@SirajZarook @BilalIGhumman @OdiniaInvictus @IsraeliRegime I don't care about stupid opinions, I care about Quran. http://t.co/4qjtmdSCiB",none
5.73E+17,Still grinning. 😁 http://t.co/2isypVUpyg,none
5.63E+17,But saying that he did this is not okay. We don't know. We will probably never know. Don't be like them.,none
5.67E+17,@milfgaardian @LeenaVanD http://t.co/BXygHtfPk6,none
4.79E+17,"RT @Isaac_F97 Not sexist but why do girls talk football, do i put on your tl which mac product to buy? no stay in you lane",H
5.75E+17,RT @shanley: We have been IGNORING this because it was happening to the most marginalized users of our software and tools.,none
5.51E+17,Somehow this never stops being relevant: http://t.co/hBBh4ludyw @INKdaRapper,none
5.63E+17,@murderofcrows github shut them down.,none
5.70E+17,"#DontDateSJWs unless you want them to date you, bang you, call you, stalk you THEN cry rape &amp; do ""performance art"". http://t.co/vRPol5nc67",H
5.66E+17,Pepperidge farm remembers.,none
5.66E+17,"@WithTrish @JRehling The difference is that Islam has a requirement for Jihad, has over 100 large terrorist orgs., and declared war on world",H
5.57E+17,@FinalDayWitness Notice that in the pictures of the rotting meat that all the women in Mosul are locked up at home.,none
5.75E+17,@halalcunty @biebervalue @liamxkiwi @halalflaws http://t.co/3STqFHxM8C,none
5.75E+17,"@asem_1994 The first ""colonizers"" or ""crusaders"" were Muslims who attacked Europe 400 years before the Christian crusades.",none
5.76E+17,Love all these people having a go at Kat like she is the only one ever to vote strategically in #MKR history. Happens every year.,none
5.66E+17,"RT @JimHumbert: After Liberal Atheist Murders Three Muslim Students who were Members of Anti-Semitic, Muslim Bro… http://t.co/pNTMamdq99 vi…",H
5.76E+17,Kat and Andre don't deserve it hope they destroy them in the group rounds #mkr,none
5.60E+17,"@NewEraJihadi @ShamiAnalyst These are Deash guns, cunt. http://t.co/wInj8aWbla",L
5.61E+17,@ingyusarms Spirituality is the common divinity of all things. All things being a manifestation of god.,none
5.66E+17,RT @FraaankSalazar: @MT8_9 @JustLaurenB Any fan of Howard Stern will know that this was Daniel Carver's defense of the KKK. Stole slogans f…,L
5.73E+17,lol sitting next to zynga management.,none
5.68E+17,"@UmarFarooq_ @FaheemHus @jackmjenkins For example, the literary style of the Quran is always very literal. Little use of metaphors, etc.",L
5.04E+17,"RT @Drift0r: I said ""we got raped"" in a video today and the white knights came out in force. Guess it is time to dust off the ban hammer an…",H
5.63E+17,@flyfishidaho but that tree is a creeper. look at it. Look into its eyes.,none
5.59E+17,"@aymannathem And Yezidis are fighting side by side with Kurds, not with any Sunni Arabs.",none
5.72E+17,@LJesus12 Maybe we should get the opinions of all the SAS instead of the single one who shares your stupidity.,none
5.76E+17,I actually don't like crackling. #MKR,none
5.69E+17,RT @brushyblues: @Juliet777777 @YouTube Disturbing New ISIS Video: Buying and Selling Female Sex Slaves: http://t.co/RbThvMH9Jj makes me si…,none
5.76E+17,rofl. hey guys. guys. GUYS. I've got something to make you giggle. #ggautoblocker violates the Logan Act. https://t.co/BYfyjSuzlv,none
5.72E+17,i'm happy when life hands me lemons. can't do shots of tequila with artichokes. #MKR 🍴 #KillerBlondes,none
5.52E+17,@LovyBhardwaj http://t.co/reJeCQQCEg,none
5.54E+17,@KhaledHamaki Why would I care about what is in the Old Testament. I'm not a Christian.,none
5.76E+17,"If Kat and Andre are strategically scoring, they need to be kicked off #mkr2015 #mkr",M
5.67E+17,"RT @sports2inflatio: @soundscaper fathers are disposable, remember that. #adviceforyoungfeminists http://t.co/pEcDM6BHpg",L
5.64E+17,@p8952_ @mjg59 it goes both ways. This is from a very limited sample size - people are far less likely to harass on fb w/real names.,none
5.71E+17,"Let me make this super fucking clear. I will not compromise my beliefs in any way just to get donations. That isn't happening, ever.",none
5.61E+17,"@HaiderAlAbadi I've seen a couple of Daesh videos lately, and they confirm what you say.",none
5.73E+17,@rConflictNews @HaraldDoornbos What is even more disturbing is the number of people who want to watch.,none
5.67E+17,@AdamSaeedSweden Israel doesn't control Syria. That is simply an unrealistic conspiracy theory.,none
5.63E+17,@ncweaver I've ran into difficulties getting them to respond. Which is weird. Their news orgs have written stories about me in the past.,none
5.76E+17,@t3dy you should bring those up with the mods. they are receptive.,none
5.76E+17,Wish there was a home viewer vote. Kat and Andre would be loooooooooong gone #mkr,none
4.68E+17,RT @RyanMersh Call me sexist but I have yet to have a women roll me a good burrito at Chipotle. It's been 4 years.,M
5.73E+17,THIS FUCKING POTATO IS BLOWING MY MIND. Duck fat. You guys. FIGURATIVELY DYING OF BLISS. http://t.co/EKWnULLxjc,none
4.30E+17,A must watch and share: http://t.co/YRBgSYToMV #notyourmascot #changethename,none
4.44E+17,"RT @TheMajesticPlum I'm not sexist but if there is house fire and your in it, you better finish the dishes dear.",H
5.71E+17,i am not sure if enabling twitter from within WoW is a good idea or not. http://t.co/Yo43nZo1c9,none
5.72E+17,#MKR Rigged! So so bloody rigged!!!,none
4.16E+17,Apparently you are not following the many misogynists I RT @Ben_Humes Why is everything for girls or related to girls on Twitter? #NotSexist,M
5.55E+17,"@reza_rahman If Quran and Hadith are full of hatred and murder and if Muslims support Sharia, then the problem is Islam and screw leftists.",H
5.76E+17,#MKR did they even have chickens back in caveman times Pete?,none
5.46E+17,#miracleon34thstreet has a surprisingly progressive attitude about mental illness for 1947,none
4.18E+17,A hit with 5-year-olds @adnan_bahatti55 Don't treat women like an object. It doesn't like it... #JK #NotSexist #SorryNotSorry,H
5.66E+17,@Firebomb173 @randi_ebooks I saw. It was deleted.,none
5.75E+17,"@versacezaynx @nyazpolitics @greenlinerzjm I've been debating Islam with Muslims for years. Most know little about their religion,microbrain",none
5.75E+17,"@palmeye @Rudd1971 Since 90% of Muslim civilians are killed by Muslim terrorists, you Avatar is just propaganda.",M
5.66E+17,".@JamieAgathaRose Nothing. I like women in pink. It's a tipoff that they don't angrily reject femininity like...ahem, well, you know.",M
5.61E+17,"RT @kzeus64: VIDEO: Kurdish Peshmerga Fighters Engaging ISIS in Mosul, Iraq. https://t.co/HTYfS0Jj65. The way ISIS fighters run is jokes",none
5.69E+17,"@codemonkey_uk @1Life0Continues i haven't done much work with this kind of thing, so it's all a learning experience :P",none
5.70E+17,.@Wavinator @CHOBITCOIN I love HTs like this...I just spin the gallery on my tablet like the Price Is Right wheel and use whatever comes up.,L
5.53E+17,@ethicalmartini @TonyAbbottMHR Disagree with? Are you blind to the physical dimension?,none
5.61E+17,.@SlutWalkTO @Filotto @TheGags29 @bowtie_guy14 @MyLostGadget @JustLaurenB @LostSailorNY You support the slut shaming of #NoMorePage3? Odd...,M
5.72E+17,“Our secret weapon in this dessert is sass. Sass! It’s sassy! Sass! BLLLLAAAAAARRRRGGGGGHHH” #MKR,none
5.68E+17,@_Median_ @ZiOrim @RushetteNY @Banko40 No point dividing ourselves over this.Vast majority of Americans understand that credit goes to Kurds,none
5.65E+17,@RachelLite why would it?,none
5.75E+17,"@GodlessUtopia Actually if you describe it using nothing but the words from the Quran and Hadiths, Muslims will claim you are insulting it.",none
5.72E+17,#Mkr,none
5.65E+17,"@Foxfairy And I can't think of any good remakes period, actually.",L
5.71E+17,"@cazzapuppy Great. So, you support men's right to financial abortion, cool.",H
5.74E+17,@Skawtnyc @athenahollow @twoscooters i don't tend to talk about it much. :P personal info.,none
5.76E+17,How Bianca puts up with Drasko is beyond me. #MKR,none
5.62E+17,@DanieleRaineri @nakashimae Good!,none
5.72E+17,"Lynn and Tony disappointed me, lovely people but they cannot cook. #MKR",none
5.76E+17,"Never mind nails down a chalk board, all you need is Annie's voice screeching #mkr",M
5.76E+17,I hope everything goes well for the girls #mkr #mykitchenrules,none
5.57E+17,@Lithobolos @PoliticalAnt @ZaibatsuNews So when are you going to admit that the Quran is wrong. I'm waiting.,M
5.64E+17,@jmorgan_jamie @wilytone @SenTomCotton @GOP You'd think that after all these years a shred of truth would have trickled into that void.,none
5.62E+17,"RT @RudawEnglish: #ISIS militants have removed a Church cross in Tel Hormizd in Hassakah, and kidnapped three Assyrian men, locals... http:…",none
5.76E+17,Urrrggg... going to be a lot of hungry campers going to maccas for breakfast #mkr,none
5.76E+17,"Yo. @moldybars. I really hate to burst your bubble, but you found a bug in Twitter's UI. The block still exists. &lt;3",none
4.61E+17,RT @Jean_D_Almeida: Im not sexist but its just amazing when a woman knows how to cook! #lovrmesomefood,L
5.09E+17,"RT @truflo619 Im really not sexist, but its such a turn off when girls say bro like 20 times in every sentence. ...so fuckn ignorant. .lol",M
5.63E+17,@holliebakerlutz What does that 23% figure represent? How was it derived?,L
5.76E+17,@millbrookwinery do you think you're head chef Guy looks like Colin Fassnidge from #MKR....,none
5.64E+17,RT @IndianExpress: Jordan targets Islamic State militants’ base of Raqqa on third day of air strikes | Read: http://t.co/nUW9Zxxu6O http://…,none
5.76E+17,"RT @mykitchenrules: “Here’s the deal, cooking is cooking!” Ouch! You tell ‘em, Colin! #mkr #hungrycampers #noexcuses",none
5.64E+17,FUCK. MY GARRISON.,none
5.64E+17,"@buttercupashby @MaDaSaHaTtEr_17 You lie again. The Quran and Hadith do tell you to murder ""non believers"" http://t.co/DyXiE27pBn",H
5.71E+17,@voiceofrae @TheQuinnspiracy @Spacekatgal AND THIS IS CRAZY,none
5.76E+17,GamerGate is again talking abt sending my employer emails to get me fired. Guys. I'm the Founder/CEO. I look forward to chatting with you.,none
5.63E+17,@semzyxx @NAInfidels @owais00 Debunked what ignorant one. You are debunked by this. 8 Hadith say she was six. http://t.co/4OQ6GYKnWB,L
5.71E+17,".@jlorry96 twitter search for my name and ""set yourself on fire"" and see if i give two shits about what you think.",none
4.20E+17,RT @EBeisner @ahall012 I agree with you!! I would rather brush my teeth with sandpaper then watch football with a girl!!,L
5.73E+17,"@LOLGOP all those damn uppity women, demanding a better quality of life, always causing problems.",none
5.08E+17,RT @georgetietjen: @Coslopuss @ggrr659 @thereallivefree @crazybenghazi04 I wouldn't be surprised. I'm not sexist but women don't download t…,M
5.76E+17,@roisin_morgan And I don't care if the Jews do what the have to do to protect themselves from the genocidal Muslims.,H
5.76E+17,Catching up on my #MKR viewing. Kat and Andre are disgraceful. Wish they'd gone.,none
4.99E+17,Wow that is actually the stupidest thing I've read all day. @hashtag_fritch Swear I'm not sexist but boy meets world &gt;&gt; girl meets world,none
5.58E+17,"Identifying information is not allowed in many grant and conference applications in academia. There is no 100% guarantee of fairness, but+",none
5.62E+17,@Agha_Memnun @BreitbartNews This is what Christians and other non Muslims have had to deal with for 1400 years in the Middle East.,M
5.62E+17,@thisonesakillaa: In my opinion? All jokes are ok. Nothing should be off-limits to joke about. Just pointing out hypocrisies #SorryItsABoy,L
5.75E+17,@PTISalarKhan @georgegalloway Of course Muslim religious bigots like you think that is okay.,H
5.76E+17,"RT @TwitterAU: Your #MustTweetTV tonight: #MKR (@channel7), #TheBlock (@Channel9) #ImACelebrityAU, #GoggleBoxAU (@ChannelTen) and #CWC15 (@…",none
5.67E+17,Watching the EFF take notice of wadhwa and it is deliciousssss #stopwadhwa2015,none
4.35E+17,RT @kushkingmorris: I can't even sit down and watch a period of women's hockey let alone a 3 hour class on it...#notsexist just not excitin…,M
5.66E+17,@BRIGHTPRIMATE @ChrisWarcraft give it time.❤️,none
5.72E+17,"Omg. All those girl teams and 2 couples. Hahaha, poor Kats husband and Lloyd. #MKR",none
5.71E+17,Relevant comments: http://t.co/LA7E2waYJU // @mattjbaldo,none
5.60E+17,@Ib_Alkisai Ghandi is dead wrong. Real history shows that Islam was unquestionably spread by the sword.,none
5.56E+17,@NNdabbour64 And don't talk to me about hatred when you follow the vulgar Quran and Hadiths that are full of hatred.,H
